"lot_title_en";"lot_description_en";"category_level_1_name_en";"lot_url_en";"lot_images_image_1";"lot_images_image_2";"lot_images_image_3";"lot_id";"lot_last_bid_euro";"lot_close_time_cet"
"Medieval Bronze Ring - Ancient (No Reserve Price)";"Letter of Provenance<br><br>This document serves as a statement of provenance for the item described.<br><br><br>The mentioned item has been in the possession of the family of a private collector since the 1990s. It was legally acquired at that time and has remained in private ownership through successive generations.<br><br>To the best of our knowledge, the item has not been subject to any legal dispute, claim, or restriction. It remains in compliance with all applicable laws governing ownership and transfer.<br><br>This statement is issued in good faith and affirms the continuous and legitimate chain of ownership since its acquisition.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98484707";"https://assets.catawiki.nl/assets/2025/10/12/3/f/a/3fab3187-88cd-4750-ac62-d5389e3c2566.jpg";"https://assets.catawiki.nl/assets/2025/10/12/f/8/6/f86c9fee-863e-401e-9ee3-c76784992781.jpg";"https://assets.catawiki.nl/assets/2025/10/12/1/7/5/17591f4e-5492-46c8-864a-448e824e8485.jpg";"98484707";"2";"2025-11-15 17:43:32"
"Medieval Bronze Figure Ring - 27 mm (No Reserve Price)";"A good condition Ancient Bronze Medieval Ring with what appears to be a figure carved onto the bezel (see photos). Ring dating to about the 12th C A.D.<br>Object acquired in 2025 in London, UK from 'AA' as part of a Private European Collection dating to the pre- 1990s.<br><br>The seller guarantees that he acquired this piece according to all national and international laws related to the ownership of cultural property. Provenance statement seen by Catawiki.<br><br>The seller will take care that any necessary permits, like an export license will be arranged if necessary, and will inform the buyer about the status of it if this takes more than a few days. <br><br>Any lots subjected to additional fees when at the customs office in the destination country, if any, will be paid by the buyer and it is the buyer’s responsibility to contact their customs office to pay any fees and release the item or if there is an extended delay in the processing checks.<br>It is the buyer’s responsibility to be in contact with their customs office to ensure a smooth delivery.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F99110767";"https://assets.catawiki.nl/assets/2025/11/7/d/3/e/d3ec258f-0936-430e-9098-c5d4feb56f74.jpg";"https://assets.catawiki.nl/assets/2025/11/7/b/8/8/b887399b-e5c3-4c70-8d59-c2ef90579245.jpg";"https://assets.catawiki.nl/assets/2025/11/7/1/5/f/15f0e4d5-5490-483d-8d98-dbcb4b89ef8a.jpg";"99110767";"8";"2025-11-15 17:46:26"
"Ancient Roman Glass Bead Bracelet (No Reserve Price)";"A good condition collection of Ancient Roman Glass Beads, restrung onto a modern cord for use as a bracelet. Beads dating to about the 1st - 4th C A.D.<br>Object acquired in 2025 in London, UK from 'DM' as part of a Private European Collection dating to the pre- 1990s.<br><br>The seller guarantees that he acquired this piece according to all national and international laws related to the ownership of cultural property. Provenance statement seen by Catawiki.<br><br>The seller will take care that any necessary permits, like an export license will be arranged if necessary, and will inform the buyer about the status of it if this takes more than a few days. <br><br>Any lots subjected to additional fees when at the customs office in the destination country, if any, will be paid by the buyer and it is the buyer’s responsibility to contact their customs office to pay any fees and release the item or if there is an extended delay in the processing checks.<br>It is the buyer’s responsibility to be in contact with their customs office to ensure a smooth delivery.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F99110571";"https://assets.catawiki.nl/assets/2025/11/7/2/1/7/217f9d32-0c28-42be-a29a-b141905d1331.jpg";"https://assets.catawiki.nl/assets/2025/11/7/9/9/4/9945c287-eebe-40f7-beaa-79addc0ff251.jpg";"https://assets.catawiki.nl/assets/2025/11/7/6/9/2/692341d2-33f3-4646-ab18-ba5df52ee6a7.jpg";"99110571";"1";"2025-11-15 17:25:10"
"Silver, Gold-plated - Ring - Hand-engraved cameo";"Beautiful ring made with an antique cameo carved on a Cassis Madagascariensis shell in the mid-20th century in Torre del Greco.<br>Classic but current frame that makes it even more unique.<br>Total weight 7.64 grams<br>Naked cameo 24mm x 19mm<br>Adjustable size<br>Set in 925 silver, gold plated.<br>It will be delivered with gift packaging and a material warranty.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98968460";"https://assets.catawiki.nl/assets/2025/7/18/f/5/5/f554506d-21c3-4a56-9967-7f6cbd8588b4.jpg";"https://assets.catawiki.nl/assets/2025/7/18/1/b/7/1b7b1b6e-cc9e-46f2-ba0c-f60a6a4ffb9a.jpg";"https://assets.catawiki.nl/assets/2025/7/18/6/f/1/6f1b6519-c6e3-4ae3-a2d8-f9c6d693ba26.jpg";"98968460";"1";"2025-11-15 18:17:22"
"Genuine Amber Mala Necklace – Polished Fossil Beads with Golden Glow - Amber (No Reserve Price)";"A radiant tribute to nature’s artistry, this handcrafted necklace is composed of genuine Baltic amber beads glowing in rich tones of honey, gold, and cognac. Each polished sphere holds its own tiny world — ancient air bubbles, organic inclusions, and the warm light of a prehistoric forest. The multicolor gradient creates depth and movement, giving this piece a timeless balance between elegance and natural charm.<br><br>### Material & Inclusions<br><br>* Genuine Baltic amber from the Eocene period (35–50 million years old)<br>* Natural golden, honey, and dark cognac hues<br>* Visible inclusions and natural textures within each bead<br>* No pressed, reconstructed, or synthetic amber used<br><br>### Craftsmanship & Design<br><br>* Hand-polished round amber beads with a smooth glossy finish<br>* Knotted on durable thread for flexibility and strength<br>* Lightweight and comfortable for everyday wear or special occasions<br>* Can be worn as a necklace or wrapped multiple times as a bracelet<br>* Each necklace is unique — natural color and clarity variations make every piece one of a kind<br><br>### UV Testing & Authenticity<br><br>* Passes UV fluorescence test with characteristic blue-green glow<br>* Verified 100% natural Baltic amber<br>* Handmade in the Baltic region by experienced artisans<br><br>### Dimensions<br><br>* Total length: approximately 84 cm<br>* Bead diameter: 7–8 mm<br>* Adjustable string ends for versatile styling<br><br>### Condition<br><br>* New, handcrafted condition<br>* Perfect polish, no cracks or chips<br>* Ready to wear or gift immediately<br><br>### Shipping & Packaging<br><br>* Ships securely from Lithuania via registered international airmail<br>* Tracking number provided<br>* Estimated delivery times:<br> * Europe: 4–8 business days<br> * USA & Canada: 7–14 business days<br> * Rest of the world: 10–21 business days";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F99040319";"https://assets.catawiki.nl/assets/2025/10/6/1/5/8/158edd26-d9d5-49fb-83e9-136def2d80ae.jpg";"https://assets.catawiki.nl/assets/2025/10/6/8/b/7/8b7d19a2-2e36-4f4f-b173-be9ef88b13c3.jpg";"https://assets.catawiki.nl/assets/2025/10/6/5/5/1/55144a1d-8747-4d8f-9026-47c1904c3a0e.jpg";"99040319";"8";"2025-11-15 17:41:36"
"Blood Coral - Silver, Gold-plated - Earrings - Horn and Red Coral";"Elegant and lightweight earrings in pierced horn cameo, hand-engraved with Mediterranean coral accents, finished with a square onyx at the lobe.<br>Total weight 12.87 grams<br>Length 5.5cm<br>Square side 12mm<br>Total width 40mm<br>Cameo 16mm including coral spheres.<br>Argento 925 plated in gold.<br>It will be delivered with gift packaging and a material warranty.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F99049620";"https://assets.catawiki.nl/assets/2025/11/5/c/2/c/c2c93cf1-e8c7-403a-8657-d13c560ff8c8.jpg";"https://assets.catawiki.nl/assets/2025/11/5/d/2/8/d28b88a0-821a-4a1c-8303-321a089f382d.jpg";"https://assets.catawiki.nl/assets/2025/11/5/5/8/f/58f25c20-e72c-4dca-a56f-32aa9332fb49.jpg";"99049620";"1";"2025-11-15 17:32:54"
"Polished Ø14 Baltic Amber Bracelet – Dark Golden Transparency & Organic Fossil Patterns - Amber (No Reserve Price)";"This elegant bracelet glows with the rich depth of natural Baltic amber. Each bead reveals the golden-brown transparency and intricate fossil inclusions formed over millions of years, creating a natural mosaic of ancient life. Warm, radiant, and timeless — it’s a true piece of Earth’s history, designed for those who appreciate authenticity and natural charm.<br><br>### Material & Inclusions<br><br>* Genuine Baltic amber from the Eocene period (35–50 million years old)<br>* Deep golden, honey, and cognac hues with dark fossil undertones<br>* Visible ancient inclusions and air bubbles within each bead<br>* 100% authentic natural amber – not pressed, treated, or reconstructed<br><br>### Craftsmanship & Design<br><br>* Perfectly round, hand-polished amber beads with smooth, reflective surfaces<br>* Each bead uniquely displays organic inner structures and rich depth<br>* Strung on high-quality stretch cord for comfortable, flexible wear<br>* Timeless design emphasizing natural clarity and fossil texture<br><br>### UV Testing & Authenticity<br><br>* Passes UV fluorescence test with characteristic greenish-blue glow<br>* Verified as genuine Baltic amber<br>* Handmade and tested in the Baltic region<br><br>### Dimensions<br><br>* Amber bead diameter: approximately 13,7 mm<br>* Inner bracelet diameter: about 6 cm<br>* Stretch design fits most adult wrists comfortably<br><br>### Condition<br><br>* New, handcrafted condition<br>* No cracks, chips, or visible imperfections<br>* Ready for immediate wear or gifting<br><br>### Shipping & Packaging<br><br>* Ships securely from Lithuania via registered international airmail<br>* Tracking number provided<br>* Estimated delivery times:<br>* Europe: 4–8 business days<br>* USA & Canada: 7–14 business days<br>* Rest of the world: 10–21 business days";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F99040293";"https://assets.catawiki.nl/assets/2025/10/11/3/4/c/34cf3459-6a34-4a35-8c00-628eebfe7c72.jpg";"https://assets.catawiki.nl/assets/2025/10/11/c/1/8/c18b6818-9a8b-4cb8-a0c5-bec82370eecc.jpg";"https://assets.catawiki.nl/assets/2025/10/11/e/9/7/e973a12a-49f8-4ae7-ae49-16cf3a13d78f.jpg";"99040293";"1";"2025-11-15 17:53:12"
"Silver - Earrings - Baroque Pearls";"A must-have: baroque freshwater pearl earrings from Asia.<br>Made in Torre del Greco in 925 silver using the lost wax technique, where the setting follows the shape of the pearls.<br>Monk strap closure for a better fit and safety.<br>Total weight 17 grams.<br>Pearl diameter 15mm<br>Total length 3cm from hook.<br>It will be delivered with gift packaging and a material warranty.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F97330302";"https://assets.catawiki.nl/assets/2025/8/18/2/f/0/2f08fa35-aadc-44dc-b85a-7cf56506943e.jpg";"https://assets.catawiki.nl/assets/2025/8/18/f/e/b/feb5b251-feed-4c1b-b82a-7a117ba91225.jpg";"https://assets.catawiki.nl/assets/2025/8/18/0/f/6/0f65e583-9bca-4e14-9a4b-ee3f9f8750a5.jpg";"97330302";"80";"2025-11-15 18:05:46"
"Scythian Bronze Arrowhead – with Modern Silver Terminal – Circa 800–400 BC";"Ancient Greek or Scythian Bronze Arrowhead with Modern Silver Terminal – Mounted as Pendant on Stainless Steel Chain – Circa 800–400 BC – 9.2 cm, 13.4 g<br><br><br>An authentic ancient bronze arrowhead, dating to the Greek or Scythian period (circa 800–400 BC), beautifully preserved and now mounted with a modern silver terminal to create an elegant and timeless pendant.<br><br>This finely cast arrowhead features a distinctive barbed triangular blade with a raised central ridge, a form widely used by Greek hoplites and Scythian horse archers across the ancient Mediterranean and steppe regions. The bronze surface displays a rich archaeological patina, bearing witness to its long burial and remarkable preservation.<br><br>Details:<br><br>Culture: Greek or Scythian<br><br>Date: Circa 800–400 BC<br><br>Material: Bronze (arrowhead), Silver (terminal), Stainless Steel (chain)<br><br>Length: Approx. 9.2 cm<br><br>Weight: Approx. 13.4 g<br><br>Chain Length: Approx. 63cm<br><br>Condition: Very fine; stable ancient surface with attractive patina, securely mounted with a handmade silver fitting<br><br>Provenance: From an established European collection; previously acquired from a licensed antiquities dealer in the UK<br><br>Authenticity: Guaranteed genuine; certificate of authenticity included<br><br>A striking fusion of ancient warfare and modern artistry — this pendant transforms a genuine artefact once used in battle into a wearable piece of history.<br><br>Shipping: Tracked and insured worldwide.<br><br><br><br>****Please note: Orders shipped outside the EU may be subject to customs fees and import duties.****<br><br><br>";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F99038694";"https://assets.catawiki.nl/assets/2025/10/6/4/3/7/4376f8f1-e918-431f-aa03-f2ed3d270cd9.jpg";"https://assets.catawiki.nl/assets/2025/10/6/7/f/b/7fb1fcfc-89e6-478c-8fd1-af50e8912ec3.jpg";"https://assets.catawiki.nl/assets/2025/10/6/6/7/b/67b7cf3a-0b9a-4a57-a91b-01f7e65fb192.jpg";"99038694";"1";"2025-11-15 17:20:20"
"Genuine Baltic Amber Ring – Silver 925 Floral Frame with Sparkling Amethyst Stones - Amber (No Reserve Price)";"### Material & Inclusions<br><br>* Genuine Baltic amber from the Eocene period (35–50 million years old)<br>* Rich cognac hue with striking internal inclusions and natural clarity<br>* Surrounded by faceted violet amethyst stones for refined contrast<br>* 100% natural amber – not pressed, dyed, or treated<br><br>### Craftsmanship & Design<br><br>* Handcrafted from solid 925 sterling silver (hallmarked)<br>* Central oval amber cabochon set within a detailed silver crown design<br>* Surrounded by marquise and round-cut amethysts adding luminous color balance<br>* Highly polished finish with openwork filigree beneath the setting<br>* Elegant, feminine design blending vintage charm with modern refinement<br><br>### UV Testing & Authenticity<br><br>* Passes UV fluorescence test with greenish-blue luminescence<br>* Certified genuine Baltic amber, sourced and crafted in the Baltic region<br>* Each ring is individually inspected for quality and authenticity<br><br>### Dimensions<br><br>* Amber stone size approximately 18 × 11 mm<br>* Ring face dimensions: about 27 × 21 mm<br>* Ring size: EU 57<br>* Total weight: approx. 10 g<br><br>### Condition<br><br>* New, handcrafted condition<br>* No chips, cracks, or repairs<br>* Ready to wear or gift immediately<br><br>### Shipping & Packaging<br><br>* Ships securely from Lithuania via registered international airmail<br>* Tracking number provided with every order<br>* Estimated delivery times:<br> * Europe: 4–8 business days<br> * USA & Canada: 7–14 business days<br> * Rest of the world: 10–21 business days";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F99092011";"https://assets.catawiki.nl/assets/2025/10/16/b/c/e/bce6442b-96a1-4d01-a8c2-289e5be0e5bf.jpg";"https://assets.catawiki.nl/assets/2025/10/16/0/0/5/0058245a-7f48-4750-b29b-5b27119ca12e.jpg";"https://assets.catawiki.nl/assets/2025/10/16/a/b/1/ab1d4319-7fe1-463b-8dc2-4159dcbb00fb.jpg";"99092011";"45";"2025-11-15 17:47:24"
"Medieval Bronze 'Pelican in her Piety' Seal Ring (No Reserve Price)";"Please note: due to customs regulations we can only ship inside the European Union. Please ensure you have a valid EU shipping address before placing a bid. <br><br>Medieval bronze seal ring with integral oval bezel, engraved with a finely detailed 'Pelican in her Piety'. Decorated shoulders, plain ring band.<br><br>Outside diameter: ± 22,3 mm<br>Inside diameter: ± 17,4 - 15,7 mm<br>Bezel: ± 11,7 mm<br><br>Condition: good solid condition, dark shiny patina. Signs of wear consistent with age and use. See images.<br>Certificate of Authenticity (PDF) is available upon request for lots with a hammer price of €100 or higher.<br><br><br>The Pelican in her Piety is a symbol of sacrifice. In medieval Europe, the pelican was thought to be particularly attentive to her young, to the point of providing her own blood by wounding her own breast. As a result, the pelican came to symbolise the Passion of Jesus and the Eucharist and usurped the image of the lamb and the flag.<br><br>The device of a ""Pelican in her Piety"" or a ""Pelican Vulning herself"" (to wound herself) was also used in heraldry as a symbol of devotion and sacrifice.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98894052";"https://assets.catawiki.nl/assets/2024/10/3/d/6/9/d69c7ee7-b1f7-48a5-b66f-7a038eba9367.jpg";"https://assets.catawiki.nl/assets/2024/10/3/c/3/5/c359550e-9e57-4db3-b067-66ad8764a289.jpg";"https://assets.catawiki.nl/assets/2024/10/3/9/3/8/93839593-2684-4a13-80b9-117bcec3b87e.jpg";"98894052";"";"2025-11-09 17:08:35"
"Medieval, Crusaders Era Bronze Ring with Dragon: Saint George and the Dragon";"Beautiful bronze ring from the late Middle Ages, featuring a depiction of a dragon, possibly referring to the legend of Saint George and the Dragon. The ring is of the open type, allowing for slight adjustment in size. The design remains clearly visible, with fine details despite its considerable age.<br><br>The bronze retains its natural metallic colour without patina, which makes the motif stand out beautifully.<br><br>Material: bronze<br>Period: 13th-15th C. AD<br>Measurement: Overall: approx. 20x20mm inner size: approx. 18mm USA ringsize: 8<br>Weight: 1,53 grams<br>Condition: Good, with age-related wear. No patina; original bronze tone visible.<br><br>International registered Delivery.<br><br>Provenance: The Supplier warrants that it has obtained this lot in a legal manner.<br>From a private German collection collected since 1990's; acquired on the European art market in the 90's.<br><br>Important information:<br>The Seller can prove that the lot was obtained legally , provenance statement seen by Catawiki.<br>Important information. The seller guarantees that he is entitled to ship this lot.<br>The seller will take care that any necessary permits will be arranged.<br>The seller will inform the buyer about this if this takes more than a few days.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F97821346";"https://assets.catawiki.nl/assets/2025/9/28/f/8/1/f81d12e4-6831-48f6-a9fa-211a164a82af.jpg";"https://assets.catawiki.nl/assets/2025/9/28/e/e/a/eea8608d-1b42-4c9c-81af-6389f36883ba.jpg";"https://assets.catawiki.nl/assets/2025/9/28/6/6/4/6640caa8-943a-4a94-8e54-a60f76bc740e.jpg";"97821346";"";"2025-11-09 17:02:05"
"Ancient Egyptian Earrings made of Turquoise and Faience Mummy beads with Amarna Palm Leaf and Shrine of Sekhmet - 5.5 cm (No Reserve Price)";"IMPORTANT!<br>Due to new custom regulations we can no longer ship outside the E.U. Please make sure you have an EU shipping address before bidding.<br><br>- Strung on modern wire with Silver Ear Rings (925).<br><br>- Total length: 5.5 cm. Average bead size: 2-4 mm.<br><br>Registered shipping.<br><br>Provenance/Known History:<br><br>Ancient Egyptian Turquoise beads: Ex. Private UK collection. Collected before 1970. After that J.T.O., The Netherlands.<br><br>Ancient Egyptian Faience Mummy beads: Ex. private A.B. collection, UK. Collected in the 1930's. After that A&O Gallery, UK.<br><br>Ancient Egyptian Amarna amulets: Ex. Private UK collection. Collected before 1970. After that A.A. Gallery, UK.<br><br>Important information:<br><br>- A declaration of authenticity by my shop is provided with this lot.<br><br>- Invoices, import- and export papers etc. will not be shared with customers.<br><br>- Please do not pay for a won item before you are finished bidding in the auction. The system will not be able to combine your orders into one shipping if all items aren't paid at once.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98928963";"https://assets.catawiki.nl/assets/2025/10/30/7/5/3/75343f86-6041-4f63-9b09-a2dac243c5a6.jpg";"https://assets.catawiki.nl/assets/2025/10/30/4/d/2/4d21cce0-7ae5-4566-83e5-e5a8797c6bbe.jpg";"https://assets.catawiki.nl/assets/2025/10/30/e/5/e/e5e04e0a-6951-4fd7-ace3-b26868075de1.jpg";"98928963";"";"2025-11-09 17:15:05"
"Ancient Roman Coin pendant with coin Septimus Severus - Neptune on reverse";"Please note: due to customs regulations we can only ship inside the European Union. Please ensure you have a valid EU shipping address before placing a bid. <br><br>Coins - symbols of power - struck in metal. From Emperors to Kings, rulers struck their image and ideals into coins, turning currency into one of history’s most enduring propaganda tools. These small objects passed daily through the hands of ordinary people, spreading messages of authority with every exchange. <br><br>Modern custom-made silver pendant with authentic ancient coin. The coin may be easily removed from the pendant frame if preferred.<br><br>Coin: AR denarius of Emperor Septimus Severus, struck Rome 209 AD.<br><br>Obverse: SEVERVS PIVS AVG, laureate head right. <br>Reverse: PM TRP XVII COS III P P, Neptune standing left, holding a trident, foot on globe. <br><br>Diameter pendant: ± 120,3 mm<br>Reference: RSC 529, RIC 228, Sear 6346<br><br>Condition: very fine condition, wearable. Signs of wear consistent with age and use.<br>Certificate of Authenticity: available upon request (pdf-format).<br><br>SEPTIMUS SEVERUS: seized power after the death of Pertinax in 193 AD ('Year of the Five Emperors'). He travelled to Britain in 208 AD and strengthened Hadrian's Wall. He is considered a strong and able ruler, the Roman Empire reached its greatest extent under his reign. He was succeeded by his sons Caracalla and Geta.<br><br>PM: Pontifex Maximus: Grand or Sovereign Pontiff<br>TRP XVII: Tribunicia Potestate XVII: holder of tribunician power for the 17th time.<br>COS III: Consul Tertium: Consul for the third time<br>P P (Pater Patriae): Father of the Nation. An honorary tile of the Roman Republic and Empire, bestowed by the Senate, usually after many years of successful rule. Not all Emperors were offered the title, and not all Emperors accepted. <br>";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98542315";"https://assets.catawiki.nl/assets/2025/10/14/3/e/c/3ecec643-8359-4352-8359-38543945f9bd.jpg";"https://assets.catawiki.nl/assets/2025/10/14/c/1/5/c15dc77d-01f4-4420-a974-34c719cd6999.jpg";"https://assets.catawiki.nl/assets/2025/10/14/5/5/2/552b3988-228f-4aa2-ab5b-32eef3bc3ae8.jpg";"98542315";"";"2025-11-09 17:03:10"
"Ancient Egyptian Necklace made of Turquoise and Faience Mummy beads with Papyrus Pillar amulet - 45 cm (No Reserve Price)";"IMPORTANT!<br>Due to new custom regulations we can no longer ship outside the E.U. Please make sure you have an EU shipping address before bidding.<br><br>- Strung on modern wire with Silver Lobster Lock (925).<br><br>- Total length: 45 cm. Amulet 3 cm. Average bead size: 2-4 mm.<br><br>- This Papyrus Pillar amulet, meant to be worn, carried, or offered to a deity in the belief that it will magically bestow a particular power or form of protection, depicts a papyrus scepter or column. This plant, named wadj, meaning “green” or “fresh”, and the choice of green-blue faience all strongly evoke vitality and regenerative power, qualities desirable for the living and the dead.<br><br>- See last picture as a parallel: https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.metmuseum.org%2Fart%2Fcollection%2Fsearch%2F550964<br><br>Registered shipping.<br><br>Provenance/Known History:<br><br>Ancient Egyptian Turquoise beads: Ex. Private UK collection. Collected before 1970. After that J.T.O., The Netherlands.<br><br>Ancient Egyptian Faience Mummy beads: Ex William Ohly 1883-1955, Abbey Museum, New Barnet, by descent. After that A&O Gallery, UK.<br><br>Ancient Egyptian Faience Papyrus Pillar amulet: Ex. Private UK collection. Collected before 1970. After that A.A. Gallery, UK.<br><br>Important information:<br><br>- A declaration of authenticity by my shop is provided with this lot.<br><br>- Invoices, import- and export papers etc. will not be shared with customers.<br><br>- Please do not pay for a won item before you are finished bidding in the auction. The system will not be able to combine your orders into one shipping if all items aren't paid at once.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98928746";"https://assets.catawiki.nl/assets/2025/10/30/1/1/e/11e344df-8c71-463b-807c-82785e4f6d90.jpg";"https://assets.catawiki.nl/assets/2025/10/30/2/5/c/25cadaf1-df33-4ab2-9cd4-63c9032d576c.jpg";"https://assets.catawiki.nl/assets/2025/10/30/f/7/a/f7ab1a1b-cb24-42e4-9c35-af069f05ad3e.jpg";"98928746";"";"2025-11-09 17:19:25"
"Medieval, Crusaders Era Bronze, Top Patina Cross Pendant (No Reserve Price)";"Rare Cross Pendant Crusader 11-13 AD<br>Very nice patina<br><br>Weight: 4.24 grams<br>Height: 35.1 mm<br>Wide: 24.7 mm<br>Material: Bronze<br>See image for your own impression<br>Own private collection inherited from Grandfather, who built the collection in the 1960's """;"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98888427";"https://assets.catawiki.nl/assets/2025/10/29/8/9/1/891f7a05-ed25-420e-8afd-7729f00f63f6.jpg";"https://assets.catawiki.nl/assets/2025/10/29/5/1/a/51ac3edc-dce4-464b-9212-6d3032909d65.jpg";"https://assets.catawiki.nl/assets/2025/10/29/0/3/9/039d569c-9094-4437-97d4-df9a0bd0757f.jpg";"98888427";"";"2025-11-09 17:34:35"
"Post-medieval Bronze, Lot of 5 Seals Ring (No Reserve Price)";"A lot of 5 bronze post-medieval seal rings from 16-17 AD.<br>Very nice pieces.<br><br>Weight: 13.92 grams<br>Size: Various mm<br>Material: Bronze<br>See images for your own impression.<br>Own private collection inherited from Grandfather, who built the collection in the 1960's """;"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98795430";"https://assets.catawiki.nl/assets/2025/10/25/a/3/d/a3d0547f-f45e-4b30-9973-63cff16cb413.jpg";"https://assets.catawiki.nl/assets/2025/10/25/c/e/3/ce3dac0e-5d05-4030-8f0b-967165e2d4d1.jpg";"https://assets.catawiki.nl/assets/2025/10/25/3/3/d/33d0459b-e333-4d88-bb57-3e7c9ce162bb.jpg";"98795430";"";"2025-11-09 18:04:55"
"Ancient Roman Necklace made of Glass beads - 46 cm (No Reserve Price)";"IMPORTANT!<br>Due to new custom regulations we can no longer ship outside the E.U. Please make sure you have an EU shipping address before bidding.<br><br>- Strung on modern wire with Silver Magnetic Lock (925).<br><br>- Total length: 46 cm. Hanger: 3.5 cm. Average bead size: 4-7 mm.<br><br>Registered shipping.<br><br>Provenance/Known History:<br><br>UK, London Art Market, 1990's. After that A&O Gallery, UK.<br><br>Important information:<br><br>- A declaration of authenticity by my shop is provided with this lot.<br><br>- Invoices, import- and export papers etc. will not be shared with customers.<br><br>- Please do not pay for a won item before you are finished bidding in the auction. The system will not be able to combine your orders into one shipping if all items aren't paid at once.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98926970";"https://assets.catawiki.nl/assets/2025/10/30/7/c/c/7cc9c62c-a78b-498f-a5e9-4f5d9893eb07.jpg";"https://assets.catawiki.nl/assets/2025/10/30/a/d/7/ad733d8d-4188-411a-bd4e-352ef18ffa7f.jpg";"https://assets.catawiki.nl/assets/2025/10/30/a/8/4/a842c1fe-1abf-44ba-b3c5-557f31447e6a.jpg";"98926970";"";"2025-11-09 17:44:20"
"Viking Era Silver, Fafnir Bracelet";"An extremely rare silver double-headed Fafnir bracelet from 9-11 AD.<br>Both Fafnir heads have 3 Magic Eyes (Holy Trinity)!!!!!!<br>Viking Period.<br><br>Weight: 8.62 grams<br>Inside diameter 51.5 x 42.4 mm<br>Silver<br>See images for own impression and provenance.<br>Own private collection inherited from Grandfather, who built the collection in the 1960's ""<br><br>No shipping to the USA.";"Archaeology";"https://prf.hn/click/camref:1100l5ti9K/creativeref:1100l187865/destination:https%3A%2F%2Fwww.catawiki.com%2Fen%2Fl%2F98796200";"https://assets.catawiki.nl/assets/2025/10/7/f/d/1/fd1ca03d-653d-452f-8254-43cdec12f9ee.jpg";"https://assets.catawiki.nl/assets/2025/10/7/8/f/7/8f7f3713-257a-4003-9989-ad87ac768186.jpg";"https://assets.catawiki.nl/assets/2025/10/7/0/4/9/049e694f-9164-4e47-8fc1-6c72f68fda37.jpg";"98796200";"";"2025-11-09 17:05:20"
